PO_ID,PODate,SupplierID,ProductID,CostPerUnit,QuantityOrdered,TotalAmountSpent
PO0414,2025-05-01,SUP001,PROD149,413.19,726,299975.94
PO0415,2025-05-06,SUP017,PROD176,2823.91,128,361460.48
PO0416,2025-05-26,SUP022,PROD283,2861.19,83,237478.77
PO0417,2025-05-02,SUP008,PROD120,303.59,611,185493.49
PO0418,2025-05-13,SUP040,PROD175,3627.54,92,333733.68
PO0419,2025-05-14,SUP014,PROD057,3910.34,152,594371.68
PO0420,2025-05-10,SUP034,PROD193,473.5,530,250955.0
PO0421,2025-05-27,SUP024,PROD162,624.46,434,271015.64
PO0422,2025-05-10,SUP037,PROD390,22066.04,149,3287839.96
PO0423,2025-05-19,SUP023,PROD010,56816.77,96,5454409.92
PO0424,2025-05-29,SUP038,PROD360,2669.35,100,266935.0
PO0425,2025-05-28,SUP021,PROD381,809.39,110,89032.9
PO0426,2025-05-02,SUP010,PROD178,5471.8,86,470574.8
PO0427,2025-05-08,SUP027,PROD265,4469.22,85,379883.7
PO0428,2025-05-16,SUP005,PROD021,318.8,413,131664.4
PO0429,2025-05-19,SUP027,PROD032,310.88,592,184040.96
PO0430,2025-05-21,SUP020,PROD001,220.0,450,99000.0
PO0431,2025-05-08,SUP035,PROD312,5016.67,88,441466.96
PO0432,2025-05-14,SUP025,PROD207,1042.53,136,141784.08
PO0433,2025-05-21,SUP022,PROD066,644.7,657,423567.9
PO0434,2025-05-19,SUP029,PROD031,5193.38,102,529724.76
PO0435,2025-05-06,SUP022,PROD083,4276.22,136,581565.92
PO0436,2025-05-14,SUP032,PROD332,499.26,483,241142.58
PO0437,2025-05-18,SUP014,PROD363,176.54,464,81914.56
PO0438,2025-05-11,SUP029,PROD101,4621.3,105,485236.5
PO0439,2025-05-11,SUP011,PROD268,923.76,120,110851.2
PO0440,2025-05-09,SUP002,PROD006,4217.86,152,641114.72
PO0441,2025-05-23,SUP021,PROD364,332.59,125,41573.75
PO0442,2025-05-28,SUP030,PROD213,3001.36,108,324146.88
PO0443,2025-05-25,SUP006,PROD054,157.35,640,100704.0
PO0444,2025-05-03,SUP009,PROD242,261.02,511,133381.22
PO0445,2025-05-11,SUP001,PROD107,436.23,707,308414.61
PO0446,2025-05-19,SUP039,PROD281,608.99,576,350778.24
PO0447,2025-05-14,SUP020,PROD001,220.0,550,121000.0
PO0448,2025-05-21,SUP036,PROD256,5234.7,128,670041.6
PO0449,2025-05-10,SUP020,PROD026,2777.13,93,258273.09
PO0450,2025-05-15,SUP035,PROD339,543.26,620,336821.2
PO0451,2025-05-29,SUP033,PROD160,3650.17,90,328515.3
PO0452,2025-05-04,SUP020,PROD188,585.74,518,303413.32
PO0453,2025-05-03,SUP002,PROD051,3617.78,154,557138.12
PO0454,2025-05-27,SUP020,PROD227,4538.68,162,735266.16
PO0455,2025-05-13,SUP006,PROD317,4496.27,129,580018.83
PO0456,2025-05-13,SUP001,PROD380,284.6,496,141161.6
PO0457,2025-05-11,SUP022,PROD317,4496.27,120,539552.4
PO0458,2025-05-07,SUP035,PROD140,4830.01,89,429870.89
PO0459,2025-05-21,SUP013,PROD390,22066.04,83,1831481.32
PO0460,2025-05-21,SUP014,PROD316,4918.61,146,718117.06
PO0461,2025-05-04,SUP021,PROD256,5234.7,126,659572.2
PO0462,2025-05-24,SUP011,PROD387,4359.0,119,518721.0
PO0463,2025-05-08,SUP010,PROD348,678.42,440,298504.8
PO0464,2025-05-20,SUP032,PROD311,2756.6,97,267390.2
PO0465,2025-05-30,SUP004,PROD009,1790.88,100,179088.0
PO0466,2025-05-31,SUP015,PROD294,4532.68,113,512192.84
PO0467,2025-05-07,SUP029,PROD092,400.67,112,44875.04
PO0468,2025-05-13,SUP037,PROD262,3975.09,136,540612.24
PO0469,2025-05-14,SUP020,PROD374,407.85,799,325872.15
PO0470,2025-05-31,SUP001,PROD021,318.8,392,124969.6
PO0471,2025-05-02,SUP032,PROD077,408.14,521,212640.94
PO0472,2025-05-24,SUP008,PROD358,1050.16,160,168025.6
PO0473,2025-05-25,SUP017,PROD229,4256.36,150,638454.0
PO0474,2025-05-03,SUP005,PROD192,4887.55,89,434991.95
PO0475,2025-05-03,SUP026,PROD107,436.23,558,243416.34
PO0476,2025-05-23,SUP026,PROD313,621.1,727,451539.7
PO0477,2025-05-28,SUP017,PROD032,310.88,602,187149.76
PO0478,2025-05-16,SUP007,PROD029,63.6,674,42866.4
PO0479,2025-05-23,SUP040,PROD347,4709.04,152,715774.08
PO0480,2025-05-16,SUP022,PROD239,3245.98,87,282400.26
PO0481,2025-05-26,SUP011,PROD246,5442.89,90,489860.1
PO0482,2025-05-17,SUP009,PROD094,87.36,471,41146.56
PO0483,2025-05-05,SUP038,PROD193,473.5,542,256637.0
PO0484,2025-05-07,SUP019,PROD118,56.96,707,40270.72
PO0485,2025-05-18,SUP009,PROD040,5003.02,93,465280.86
PO0486,2025-05-18,SUP017,PROD104,2763.25,95,262508.75
PO0487,2025-05-28,SUP020,PROD228,401.54,470,188723.8
PO0488,2025-05-28,SUP011,PROD289,293.92,772,226906.24
PO0489,2025-05-02,SUP024,PROD320,349.89,424,148353.36
PO0490,2025-05-03,SUP028,PROD145,59490.79,96,5711115.84
PO0491,2025-05-23,SUP010,PROD086,432.28,505,218301.4
PO0492,2025-05-28,SUP015,PROD139,4721.77,93,439124.61
PO0493,2025-05-24,SUP035,PROD078,513.99,89,45745.11
PO0494,2025-05-06,SUP016,PROD158,3782.35,133,503052.55
PO0495,2025-05-16,SUP015,PROD260,1376.49,142,195461.58
PO0496,2025-05-16,SUP016,PROD177,594.83,124,73758.92
PO0497,2025-05-14,SUP023,PROD009,1790.88,87,155806.56
PO0498,2025-05-11,SUP001,PROD365,214.08,649,138937.92
PO0499,2025-05-30,SUP009,PROD155,4609.98,92,424118.16
PO0500,2025-05-24,SUP036,PROD232,397.98,86,34226.28
PO0501,2025-05-23,SUP015,PROD054,157.35,668,105109.8
PO0502,2025-05-22,SUP018,PROD207,1042.53,84,87572.52
PO0503,2025-05-07,SUP005,PROD087,3722.99,101,376021.99
PO0504,2025-05-15,SUP019,PROD004,1640.62,146,239530.52
PO0505,2025-05-25,SUP016,PROD164,421.76,112,47237.12
PO0506,2025-05-08,SUP012,PROD376,762.85,138,105273.3
PO0507,2025-05-13,SUP025,PROD112,3940.68,87,342839.16
PO0508,2025-05-24,SUP001,PROD335,467.87,419,196037.53
PO0509,2025-05-02,SUP040,PROD102,3967.1,95,376874.5
PO0510,2025-05-21,SUP014,PROD296,38678.67,96,3713152.32
PO0511,2025-05-31,SUP019,PROD382,786.71,105,82604.55
PO0512,2025-05-09,SUP011,PROD150,292.51,160,46801.6
PO0513,2025-05-26,SUP011,PROD214,2396.04,130,311485.2
PO0514,2025-05-07,SUP027,PROD315,433.86,591,256411.26
PO0515,2025-05-12,SUP008,PROD119,1202.82,142,170800.44
PO0516,2025-05-20,SUP022,PROD080,531.85,491,261138.35
PO0517,2025-05-10,SUP022,PROD242,261.02,619,161571.38
PO0518,2025-05-29,SUP013,PROD295,3383.78,104,351913.12
PO0519,2025-05-16,SUP011,PROD214,2396.04,112,268356.48
PO0520,2025-05-22,SUP015,PROD059,1353.46,91,123164.86
PO0521,2025-05-12,SUP038,PROD237,832.0,89,74048.0
PO0522,2025-05-06,SUP038,PROD139,4721.77,96,453289.92
PO0523,2025-05-24,SUP016,PROD277,3865.22,83,320813.26
PO0524,2025-05-26,SUP006,PROD268,923.76,154,142259.04
PO0525,2025-05-24,SUP001,PROD185,5334.09,104,554745.36
PO0526,2025-05-15,SUP001,PROD388,8560.65,97,830383.05
PO0527,2025-05-29,SUP033,PROD375,4216.95,92,387959.4
PO0528,2025-05-20,SUP026,PROD136,912.79,91,83063.89
PO0529,2025-05-15,SUP039,PROD004,1640.62,164,269061.68
PO0530,2025-05-24,SUP005,PROD098,1672.31,114,190643.34
PO0531,2025-05-19,SUP002,PROD076,4051.95,158,640208.1
PO0532,2025-05-19,SUP038,PROD231,295.62,482,142488.84
PO0533,2025-05-13,SUP010,PROD062,4484.46,148,663700.08
PO0534,2025-05-08,SUP026,PROD116,672.32,147,98831.04
PO0535,2025-05-08,SUP005,PROD380,284.6,461,131200.6
PO0536,2025-05-03,SUP040,PROD157,4401.08,104,457712.32
PO0537,2025-05-25,SUP001,PROD281,608.99,651,396452.49
PO0538,2025-05-27,SUP006,PROD025,679.23,652,442857.96
PO0539,2025-05-30,SUP024,PROD054,157.35,552,86857.2
PO0540,2025-05-30,SUP009,PROD236,231.77,633,146710.41
PO0541,2025-05-11,SUP017,PROD120,303.59,688,208869.92
PO0542,2025-05-30,SUP008,PROD037,3756.28,152,570954.56
PO0543,2025-05-05,SUP036,PROD143,281.14,503,141413.42
PO0544,2025-05-06,SUP017,PROD079,4246.46,96,407660.16
PO0545,2025-05-12,SUP014,PROD122,240.73,462,111217.26
PO0546,2025-05-06,SUP017,PROD231,295.62,482,142488.84
PO0547,2025-05-19,SUP024,PROD133,5147.47,96,494157.12
PO0548,2025-05-16,SUP010,PROD057,3910.34,93,363661.62
PO0549,2025-05-05,SUP009,PROD149,413.19,767,316916.73
PO0550,2025-05-17,SUP021,PROD072,1987.13,95,188777.35
PO0551,2025-05-17,SUP030,PROD111,491.88,535,263155.8
PO0552,2025-05-22,SUP027,PROD037,3756.28,89,334308.92
PO0553,2025-05-15,SUP021,PROD030,600.4,429,257571.6
PO0554,2025-05-07,SUP006,PROD310,3826.26,86,329058.36
PO0555,2025-05-14,SUP032,PROD081,666.24,998,664907.52
PO0556,2025-05-22,SUP030,PROD066,644.7,462,297851.4
PO0557,2025-05-14,SUP004,PROD393,426.79,638,272292.02
PO0558,2025-05-03,SUP040,PROD049,53408.27,84,4486294.68
PO0559,2025-05-30,SUP011,PROD327,660.04,128,84485.12
PO0560,2025-05-03,SUP024,PROD042,36666.2,92,3373290.4
PO0561,2025-05-12,SUP016,PROD204,159.92,613,98030.96
PO0562,2025-05-08,SUP010,PROD293,2913.4,124,361261.6
PO0563,2025-05-07,SUP033,PROD389,2561.17,154,394420.18
PO0564,2025-05-20,SUP029,PROD033,3766.06,89,335179.34
PO0565,2025-05-16,SUP022,PROD299,4832.29,93,449402.97
PO0566,2025-05-11,SUP025,PROD373,40.49,661,26763.89
PO0567,2025-05-25,SUP020,PROD196,231.95,486,112727.7
PO0568,2025-05-08,SUP011,PROD253,1691.42,85,143770.7
PO0569,2025-05-17,SUP034,PROD059,1353.46,144,194898.24
PO0570,2025-05-02,SUP036,PROD134,4744.07,92,436454.44
PO0571,2025-05-02,SUP012,PROD052,149.64,598,89484.72
PO0572,2025-05-22,SUP020,PROD351,569.12,407,231631.84
PO0573,2025-05-21,SUP022,PROD172,65.11,676,44014.36
PO0574,2025-05-08,SUP023,PROD261,332.87,456,151788.72
PO0575,2025-05-24,SUP018,PROD279,4243.49,114,483757.86
PO0576,2025-05-19,SUP024,PROD060,2571.34,116,298275.44
PO0577,2025-05-24,SUP003,PROD148,2648.39,113,299268.07
PO0578,2025-05-24,SUP038,PROD340,8176.67,100,817667.0
PO0579,2025-05-27,SUP013,PROD294,4532.68,126,571117.68
PO0580,2025-05-10,SUP034,PROD056,4028.71,91,366612.61
PO0581,2025-05-10,SUP026,PROD067,3466.42,140,485298.8
PO0582,2025-05-08,SUP040,PROD013,664.46,691,459141.86
PO0583,2025-05-21,SUP010,PROD334,2604.82,108,281320.56
PO0584,2025-05-18,SUP032,PROD033,3766.06,108,406734.48
PO0585,2025-05-26,SUP028,PROD315,433.86,832,360971.52
PO0586,2025-05-22,SUP027,PROD318,48354.25,108,5222259.0
PO0587,2025-05-02,SUP029,PROD258,1900.52,130,247067.6
PO0588,2025-05-13,SUP023,PROD323,2378.44,112,266385.28
PO0589,2025-05-22,SUP037,PROD016,2550.03,110,280503.3
PO0590,2025-05-24,SUP039,PROD371,183.94,617,113490.98
PO0591,2025-05-03,SUP035,PROD012,352.25,92,32407.0
PO0592,2025-05-01,SUP002,PROD053,261.61,455,119032.55
PO0593,2025-05-16,SUP032,PROD136,912.79,148,135092.92
PO0594,2025-05-26,SUP036,PROD337,3785.87,128,484591.36
PO0595,2025-05-06,SUP008,PROD386,1016.16,144,146327.04
PO0596,2025-05-03,SUP040,PROD130,257.72,868,223700.96
PO0597,2025-05-09,SUP024,PROD103,3598.82,101,363480.82
PO0598,2025-05-30,SUP017,PROD319,54065.76,111,6001299.36
PO0599,2025-05-27,SUP026,PROD355,1869.22,106,198137.32
PO0600,2025-05-15,SUP007,PROD310,3826.26,87,332884.62
PO0601,2025-05-14,SUP011,PROD197,879.92,142,124948.64
PO0602,2025-05-13,SUP024,PROD068,4154.19,91,378031.29
PO0603,2025-05-07,SUP027,PROD395,3575.01,113,403976.13
PO0604,2025-05-06,SUP038,PROD013,664.46,508,337545.68
PO0605,2025-05-28,SUP011,PROD224,4200.05,83,348604.15
PO0606,2025-05-29,SUP015,PROD197,879.92,150,131988.0
PO0607,2025-05-23,SUP035,PROD397,3104.14,89,276268.46
PO0608,2025-05-27,SUP040,PROD194,4213.45,106,446625.7
PO0609,2025-05-17,SUP040,PROD043,54.14,482,26095.48
PO0610,2025-05-04,SUP011,PROD069,3540.43,105,371745.15
PO0611,2025-05-29,SUP002,PROD371,183.94,703,129309.82
PO0612,2025-05-23,SUP013,PROD241,59.17,546,32306.82
PO0613,2025-05-01,SUP008,PROD250,4067.18,160,650748.8
PO0614,2025-05-27,SUP035,PROD086,432.28,537,232134.36
PO0615,2025-05-08,SUP014,PROD076,4051.95,91,368727.45
PO0616,2025-05-20,SUP030,PROD335,467.87,760,355581.2
PO0617,2025-05-26,SUP034,PROD179,4413.75,118,520822.5
PO0618,2025-05-22,SUP021,PROD284,1379.51,111,153125.61
PO0619,2025-05-22,SUP017,PROD094,87.36,755,65956.8
PO0620,2025-05-18,SUP027,PROD321,2595.36,108,280298.88
PO0621,2025-05-17,SUP036,PROD007,2270.03,162,367744.86
PO0622,2025-05-04,SUP028,PROD111,491.88,710,349234.8
PO0623,2025-05-04,SUP036,PROD305,393.94,521,205242.74
PO0624,2025-05-11,SUP034,PROD387,4359.0,151,658209.0
PO0625,2025-05-04,SUP021,PROD383,387.87,134,51974.58
PO0626,2025-05-05,SUP020,PROD204,159.92,605,96751.6
PO0627,2025-05-02,SUP004,PROD176,2823.91,87,245680.17
PO0628,2025-05-29,SUP013,PROD252,1124.89,93,104614.77
PO0629,2025-05-28,SUP029,PROD251,788.64,118,93059.52
PO0630,2025-05-16,SUP012,PROD173,551.27,496,273429.92
PO0631,2025-05-12,SUP010,PROD149,413.19,730,301628.7
PO0632,2025-05-15,SUP023,PROD103,3598.82,130,467846.6
PO0633,2025-05-11,SUP021,PROD095,42621.06,115,4901421.9
PO0634,2025-05-15,SUP014,PROD189,2092.87,90,188358.3
PO0635,2025-05-12,SUP017,PROD365,214.08,424,90769.92
PO0636,2025-05-06,SUP009,PROD166,157.17,637,100117.29
PO0637,2025-05-05,SUP025,PROD323,2378.44,124,294926.56
PO0638,2025-05-16,SUP016,PROD244,3566.61,122,435126.42
PO0639,2025-05-24,SUP006,PROD216,2000.15,103,206015.45
PO0640,2025-05-28,SUP036,PROD303,3950.73,98,387171.54
PO0641,2025-05-01,SUP003,PROD195,3016.4,152,458492.8
PO0642,2025-05-20,SUP012,PROD362,62.5,526,32875.0
PO0643,2025-05-11,SUP001,PROD028,1062.68,123,130709.64
PO0644,2025-05-07,SUP011,PROD060,2571.34,116,298275.44
PO0645,2025-05-10,SUP027,PROD019,374.48,453,169639.44
PO0646,2025-05-01,SUP011,PROD345,496.14,130,64498.2
PO0647,2025-05-17,SUP024,PROD051,3617.78,158,571609.24
PO0648,2025-05-20,SUP022,PROD106,573.47,562,322290.14
PO0649,2025-05-11,SUP012,PROD305,393.94,548,215879.12
PO0650,2025-05-15,SUP010,PROD396,638.32,124,79151.68
PO0651,2025-05-14,SUP018,PROD317,4496.27,108,485597.16
PO0652,2025-05-22,SUP010,PROD171,270.02,691,186583.82
PO0653,2025-05-04,SUP004,PROD291,508.11,633,321633.63
PO0654,2025-05-03,SUP023,PROD304,3192.56,164,523579.84
PO0655,2025-05-19,SUP028,PROD141,4170.52,85,354494.2
PO0656,2025-05-03,SUP015,PROD316,4918.61,89,437756.29
PO0657,2025-05-11,SUP030,PROD133,5147.47,116,597106.52
PO0658,2025-05-14,SUP027,PROD239,3245.98,109,353811.82
PO0659,2025-05-13,SUP011,PROD316,4918.61,101,496779.61
PO0660,2025-05-01,SUP032,PROD079,4246.46,116,492589.36
PO0661,2025-05-09,SUP017,PROD240,5255.37,84,441451.08
PO0662,2025-05-22,SUP016,PROD292,22527.44,92,2072524.48
PO0663,2025-05-07,SUP030,PROD211,40036.37,152,6085528.24
PO0664,2025-05-16,SUP038,PROD030,600.4,343,205937.2
PO0665,2025-05-22,SUP022,PROD197,879.92,122,107350.24
PO0666,2025-05-15,SUP040,PROD087,3722.99,117,435589.83
PO0667,2025-05-22,SUP038,PROD051,3617.78,130,470311.4
PO0668,2025-05-23,SUP037,PROD201,566.89,732,414963.48
PO0669,2025-05-07,SUP033,PROD350,585.7,543,318035.1
PO0670,2025-05-31,SUP015,PROD309,457.42,730,333916.6
PO0671,2025-05-28,SUP036,PROD162,624.46,542,338457.32
PO0672,2025-05-08,SUP035,PROD323,2378.44,100,237844.0
PO0673,2025-05-22,SUP037,PROD142,3893.51,118,459434.18
PO0674,2025-05-29,SUP035,PROD039,3425.36,128,438446.08
PO0675,2025-05-01,SUP037,PROD135,5439.17,88,478646.96
PO0676,2025-05-14,SUP019,PROD345,496.14,119,59040.66
PO0677,2025-05-09,SUP016,PROD060,2571.34,135,347130.9
PO0678,2025-05-01,SUP022,PROD044,469.6,136,63865.6
PO0679,2025-05-08,SUP031,PROD026,2777.13,129,358249.77
PO0680,2025-05-15,SUP032,PROD113,9053.86,129,1167947.94
PO0681,2025-05-18,SUP016,PROD158,3782.35,89,336629.15
PO0682,2025-05-16,SUP001,PROD324,3476.78,131,455458.18
PO0683,2025-05-17,SUP016,PROD241,59.17,514,30413.38
PO0684,2025-05-15,SUP018,PROD105,4566.11,97,442912.67
PO0685,2025-05-30,SUP014,PROD369,301.54,735,221631.9
PO0686,2025-05-21,SUP023,PROD203,4165.48,156,649814.88
PO0687,2025-05-10,SUP040,PROD243,482.76,87,42000.12
PO0688,2025-05-16,SUP038,PROD283,2861.19,85,243201.15
PO0689,2025-05-31,SUP032,PROD184,406.33,536,217792.88
PO0690,2025-05-31,SUP038,PROD122,240.73,587,141308.51
PO0691,2025-05-01,SUP027,PROD237,832.0,164,136448.0
PO0692,2025-05-09,SUP016,PROD043,54.14,510,27611.4
PO0693,2025-05-07,SUP039,PROD090,2536.77,102,258750.54
PO0694,2025-05-01,SUP017,PROD226,4289.55,143,613405.65
PO0695,2025-05-18,SUP022,PROD180,30338.27,88,2669767.76
PO0696,2025-05-26,SUP017,PROD348,678.42,651,441651.42
PO0697,2025-05-23,SUP001,PROD171,270.02,530,143110.6
PO0698,2025-05-30,SUP017,PROD308,823.44,140,115281.6
PO0699,2025-05-27,SUP021,PROD162,624.46,623,389038.58
PO0700,2025-05-01,SUP016,PROD129,2263.83,121,273923.43
PO0701,2025-05-27,SUP035,PROD117,729.47,100,72947.0
PO0702,2025-05-27,SUP016,PROD308,823.44,156,128456.64
PO0703,2025-05-22,SUP034,PROD031,5193.38,111,576465.18
PO0704,2025-05-17,SUP009,PROD146,3750.91,85,318827.35
PO0705,2025-05-26,SUP033,PROD031,5193.38,164,851714.32
PO0706,2025-05-04,SUP016,PROD278,2036.01,117,238213.17
PO0707,2025-05-07,SUP037,PROD063,2640.93,135,356525.55
PO0708,2025-05-26,SUP004,PROD232,397.98,145,57707.1
PO0709,2025-05-04,SUP040,PROD309,457.42,632,289089.44
PO0710,2025-05-12,SUP002,PROD108,5019.65,89,446748.85
PO0711,2025-05-29,SUP007,PROD393,426.79,628,268024.12
PO0712,2025-05-26,SUP012,PROD394,2551.89,111,283259.79
PO0713,2025-05-29,SUP011,PROD220,1439.35,128,184236.8
PO0714,2025-05-05,SUP038,PROD398,470.59,725,341177.75
PO0715,2025-05-01,SUP040,PROD029,63.6,462,29383.2
PO0716,2025-05-31,SUP023,PROD322,270.9,546,147911.4
PO0717,2025-05-02,SUP027,PROD172,65.11,831,54106.41
PO0718,2025-05-19,SUP036,PROD001,220.0,585,128700.0
PO0719,2025-05-04,SUP020,PROD119,1202.82,86,103442.52
PO0720,2025-05-17,SUP008,PROD036,4866.17,105,510947.85
PO0721,2025-05-04,SUP030,PROD022,517.9,464,240305.6
PO0722,2025-05-09,SUP020,PROD324,3476.78,142,493702.76
PO0723,2025-05-16,SUP005,PROD006,4217.86,142,598936.12
PO0724,2025-05-13,SUP030,PROD299,4832.29,100,483229.0
PO0725,2025-05-02,SUP006,PROD008,3821.49,124,473864.76
PO0726,2025-05-07,SUP036,PROD137,3011.24,85,255955.4
PO0727,2025-05-24,SUP023,PROD106,573.47,771,442145.37
PO0728,2025-05-19,SUP021,PROD369,301.54,394,118806.76
PO0729,2025-05-26,SUP039,PROD332,499.26,500,249630.0
PO0730,2025-05-06,SUP020,PROD229,4256.36,92,391585.12
PO0731,2025-05-05,SUP020,PROD045,43950.19,108,4746620.52
PO0732,2025-05-13,SUP040,PROD025,679.23,561,381048.03
PO0733,2025-05-29,SUP001,PROD081,666.24,808,538321.92
PO0734,2025-05-06,SUP031,PROD121,3891.79,86,334693.94
PO0735,2025-05-26,SUP023,PROD272,3531.37,116,409638.92
PO0736,2025-05-13,SUP024,PROD088,100.71,453,45621.63
PO0737,2025-05-27,SUP021,PROD241,59.17,569,33667.73
PO0738,2025-05-09,SUP031,PROD210,3296.73,108,356046.84
PO0739,2025-05-14,SUP029,PROD327,660.04,134,88445.36
PO0740,2025-05-31,SUP018,PROD376,762.85,100,76285.0
PO0741,2025-05-16,SUP008,PROD266,699.73,612,428234.76
PO0742,2025-05-09,SUP014,PROD201,566.89,459,260202.51
PO0743,2025-05-01,SUP039,PROD266,699.73,434,303682.82
PO0744,2025-05-29,SUP026,PROD221,589.53,619,364919.07
PO0745,2025-05-29,SUP018,PROD129,2263.83,144,325991.52
PO0746,2025-05-08,SUP001,PROD289,293.92,419,123152.48
PO0747,2025-05-19,SUP011,PROD400,2931.05,96,281380.8
PO0748,2025-05-09,SUP025,PROD370,364.91,1005,366734.55
PO0749,2025-05-27,SUP022,PROD192,4887.55,137,669594.35
PO0750,2025-05-08,SUP006,PROD195,3016.4,154,464525.6
PO0751,2025-05-12,SUP039,PROD245,59.35,445,26410.75
PO0752,2025-05-22,SUP022,PROD302,5276.02,94,495945.88
PO0753,2025-05-03,SUP021,PROD276,2785.46,99,275760.54
PO0754,2025-05-15,SUP022,PROD209,587.24,334,196138.16
PO0755,2025-05-18,SUP002,PROD153,558.37,676,377458.12
PO0756,2025-05-08,SUP006,PROD099,4150.13,92,381811.96
PO0757,2025-05-12,SUP037,PROD274,60.46,512,30955.52
PO0758,2025-05-02,SUP033,PROD209,587.24,500,293620.0
PO0759,2025-05-11,SUP006,PROD322,270.9,516,139784.4
PO0760,2025-05-31,SUP032,PROD281,608.99,640,389753.6
PO0761,2025-05-11,SUP016,PROD184,406.33,787,319781.71
PO0762,2025-05-07,SUP009,PROD109,3450.56,102,351957.12
PO0763,2025-05-10,SUP012,PROD166,157.17,568,89272.56
PO0764,2025-05-12,SUP031,PROD024,4841.05,113,547038.65
PO0765,2025-05-15,SUP019,PROD216,2000.15,148,296022.2
PO0766,2025-05-03,SUP001,PROD351,569.12,663,377326.56
PO0767,2025-05-09,SUP010,PROD221,589.53,684,403238.52
PO0768,2025-05-20,SUP019,PROD152,44634.71,108,4820548.68
PO0769,2025-05-19,SUP008,PROD305,393.94,575,226515.5
PO0770,2025-05-27,SUP010,PROD077,408.14,871,355489.94
PO0771,2025-05-30,SUP016,PROD348,678.42,417,282901.14
PO0772,2025-05-21,SUP004,PROD078,513.99,105,53968.95
PO0773,2025-05-06,SUP018,PROD260,1376.49,126,173437.74
PO0774,2025-05-25,SUP034,PROD377,405.53,138,55963.14
PO0775,2025-05-31,SUP024,PROD312,5016.67,88,441466.96
PO0776,2025-05-12,SUP005,PROD320,349.89,333,116513.37
PO0777,2025-05-05,SUP005,PROD104,2763.25,132,364749.0
PO0778,2025-05-02,SUP022,PROD185,5334.09,95,506738.55
PO0779,2025-05-22,SUP001,PROD021,318.8,531,169282.8
PO0780,2025-05-23,SUP011,PROD176,2823.91,108,304982.28
PO0781,2025-05-30,SUP007,PROD358,1050.16,156,163824.96
PO0782,2025-05-13,SUP033,PROD249,5362.05,138,739962.9
PO0783,2025-05-23,SUP036,PROD237,832.0,93,77376.0
PO0784,2025-05-25,SUP015,PROD223,4561.36,117,533679.12
PO0785,2025-05-06,SUP012,PROD123,306.88,605,185662.4
PO0786,2025-05-18,SUP026,PROD397,3104.14,122,378705.08
PO0787,2025-05-31,SUP013,PROD287,3243.98,89,288714.22
PO0788,2025-05-01,SUP012,PROD112,3940.68,85,334957.8
PO0789,2025-05-28,SUP022,PROD226,4289.55,152,652011.6
PO0790,2025-05-21,SUP040,PROD183,528.87,796,420980.52
PO0791,2025-05-12,SUP033,PROD170,5434.52,130,706487.6
PO0792,2025-05-09,SUP040,PROD089,4102.43,90,369218.7
PO0793,2025-05-11,SUP032,PROD396,638.32,91,58087.12
PO0794,2025-05-28,SUP010,PROD123,306.88,500,153440.0
PO0795,2025-05-30,SUP029,PROD134,4744.07,117,555056.19
PO0796,2025-05-18,SUP029,PROD032,310.88,615,191191.2
PO0797,2025-05-15,SUP006,PROD156,2708.74,126,341301.24
PO0798,2025-05-15,SUP040,PROD356,642.6,608,390700.8
PO0799,2025-05-15,SUP004,PROD061,474.78,619,293888.82
PO0800,2025-05-27,SUP032,PROD370,364.91,593,216391.63
