InvoiceID,InvoiceDate,CustomerID,TotalInvoiceValue,SalesID_JSON,Status
INV00378,2025-05-03,CUST0610,185876.81,"SALE002640,SALE002641,SALE002642,SALE002643,SALE002644,SALE002645,SALE002646",Paid
INV00379,2025-05-11,CUST0156,136764.33000000002,"SALE002647,SALE002648,SALE002649,SALE002650,SALE002651,SALE002652,SALE002653",Paid
INV00380,2025-05-03,CUST0188,147841.16,"SALE002654,SALE002655,SALE002656,SALE002657,SALE002658,SALE002659,SALE002660",Paid
INV00381,2025-05-07,CUST0322,297928.61,"SALE002661,SALE002662,SALE002663,SALE002664,SALE002665,SALE002666,SALE002667",Paid
INV00382,2025-05-01,CUST0068,151737.14,"SALE002668,SALE002669,SALE002670,SALE002671,SALE002672,SALE002673,SALE002674",Paid
INV00383,2025-05-10,CUST0398,238548.62,"SALE002675,SALE002676,SALE002677,SALE002678,SALE002679,SALE002680,SALE002681",Paid
INV00384,2025-05-03,CUST0389,165044.95,"SALE002682,SALE002683,SALE002684,SALE002685,SALE002686,SALE002687,SALE002688",Paid
INV00385,2025-05-03,CUST0455,205691.39,"SALE002689,SALE002690,SALE002691,SALE002692,SALE002693,SALE002694,SALE002695",Paid
INV00386,2025-05-08,CUST0353,131448.62,"SALE002696,SALE002697,SALE002698,SALE002699,SALE002700,SALE002701,SALE002702",Paid
INV00387,2025-05-04,CUST0530,194143.0,"SALE002703,SALE002704,SALE002705,SALE002706,SALE002707,SALE002708,SALE002709",Paid
INV00388,2025-05-03,CUST0749,175653.88999999998,"SALE002710,SALE002711,SALE002712,SALE002713,SALE002714,SALE002715,SALE002716",Paid
INV00389,2025-05-03,CUST0406,196967.77,"SALE002717,SALE002718,SALE002719,SALE002720,SALE002721,SALE002722,SALE002723",Paid
INV00390,2025-05-13,CUST0582,179063.96,"SALE002724,SALE002725,SALE002726,SALE002727,SALE002728,SALE002729,SALE002730",Paid
INV00391,2025-05-03,CUST0663,179244.53,"SALE002731,SALE002732,SALE002733,SALE002734,SALE002735,SALE002736,SALE002737",Paid
INV00392,2025-05-04,CUST0616,179883.67,"SALE002738,SALE002739,SALE002740,SALE002741,SALE002742,SALE002743,SALE002744",Paid
INV00393,2025-05-03,CUST0740,190614.72,"SALE002745,SALE002746,SALE002747,SALE002748,SALE002749,SALE002750,SALE002751",Paid
INV00394,2025-05-03,CUST0945,158977.35,"SALE002752,SALE002753,SALE002754,SALE002755,SALE002756,SALE002757,SALE002758",Pending
INV00395,2025-05-03,CUST0146,302142.21,"SALE002759,SALE002760,SALE002761,SALE002762,SALE002763,SALE002764,SALE002765",Paid
INV00396,2025-05-03,CUST0417,147949.27000000002,"SALE002766,SALE002767,SALE002768,SALE002769,SALE002770,SALE002771,SALE002772",Paid
INV00397,2025-05-03,CUST0643,172733.64,"SALE002773,SALE002774,SALE002775,SALE002776,SALE002777,SALE002778,SALE002779",Paid
INV00398,2025-05-03,CUST0231,155207.52,"SALE002780,SALE002781,SALE002782,SALE002783,SALE002784,SALE002785,SALE002786",Paid
INV00399,2025-05-06,CUST0265,309930.44,"SALE002787,SALE002788,SALE002789,SALE002790,SALE002791,SALE002792,SALE002793",Paid
INV00400,2025-05-04,CUST0664,80215.94,"SALE002794,SALE002795,SALE002796,SALE002797,SALE002798,SALE002799,SALE002800",Paid
INV00401,2025-05-03,CUST0179,299155.49,"SALE002801,SALE002802,SALE002803,SALE002804,SALE002805,SALE002806,SALE002807",Paid
INV00402,2025-05-03,CUST0076,150460.91,"SALE002808,SALE002809,SALE002810,SALE002811,SALE002812,SALE002813,SALE002814",Paid
INV00403,2025-05-04,CUST0337,191029.53,"SALE002815,SALE002816,SALE002817,SALE002818,SALE002819,SALE002820,SALE002821",Paid
INV00404,2025-05-03,CUST0207,93109.74,"SALE002822,SALE002823,SALE002824,SALE002825,SALE002826,SALE002827,SALE002828",Paid
INV00405,2025-05-03,CUST0307,270044.51,"SALE002829,SALE002830,SALE002831,SALE002832,SALE002833,SALE002834,SALE002835",Paid
INV00406,2025-05-04,CUST0049,301452.2,"SALE002836,SALE002837,SALE002838,SALE002839,SALE002840,SALE002841,SALE002842",Paid
INV00407,2025-05-03,CUST0011,126279.13,"SALE002843,SALE002844,SALE002845,SALE002846,SALE002847,SALE002848,SALE002849",Paid
INV00408,2025-05-02,CUST0087,152280.43,"SALE002850,SALE002851,SALE002852,SALE002853,SALE002854,SALE002855,SALE002856",Paid
INV00409,2025-05-03,CUST0288,234745.05,"SALE002857,SALE002858,SALE002859,SALE002860,SALE002861,SALE002862,SALE002863",Pending
INV00410,2025-05-04,CUST0138,132555.34,"SALE002864,SALE002865,SALE002866,SALE002867,SALE002868,SALE002869,SALE002870",Paid
INV00411,2025-05-10,CUST0734,137665.15,"SALE002871,SALE002872,SALE002873,SALE002874,SALE002875,SALE002876,SALE002877",Paid
INV00412,2025-05-03,CUST0188,261886.79,"SALE002878,SALE002879,SALE002880,SALE002881,SALE002882,SALE002883,SALE002884",Paid
INV00413,2025-05-03,CUST0567,135712.95,"SALE002885,SALE002886,SALE002887,SALE002888,SALE002889,SALE002890,SALE002891",Paid
INV00414,2025-05-01,CUST0831,170397.43,"SALE002892,SALE002893,SALE002894,SALE002895,SALE002896,SALE002897,SALE002898",Paid
INV00415,2025-05-06,CUST0674,146831.75,"SALE002899,SALE002900,SALE002901,SALE002902,SALE002903,SALE002904,SALE002905",Pending
INV00416,2025-05-04,CUST0239,115945.66,"SALE002906,SALE002907,SALE002908,SALE002909,SALE002910,SALE002911,SALE002912",Paid
INV00417,2025-05-03,CUST0905,177089.69,"SALE002913,SALE002914,SALE002915,SALE002916,SALE002917,SALE002918,SALE002919",Pending
INV00418,2025-05-04,CUST0764,142655.9,"SALE002920,SALE002921,SALE002922,SALE002923,SALE002924,SALE002925,SALE002926",Paid
INV00419,2025-05-04,CUST0527,161033.96,"SALE002927,SALE002928,SALE002929,SALE002930,SALE002931,SALE002932,SALE002933",Paid
INV00420,2025-05-07,CUST0443,194945.04,"SALE002934,SALE002935,SALE002936,SALE002937,SALE002938,SALE002939,SALE002940",Paid
INV00421,2025-05-03,CUST0920,215847.78,"SALE002941,SALE002942,SALE002943,SALE002944,SALE002945,SALE002946,SALE002947",Paid
INV00422,2025-05-12,CUST0547,126419.17,"SALE002948,SALE002949,SALE002950,SALE002951,SALE002952,SALE002953,SALE002954",Paid
INV00423,2025-05-07,CUST0623,295959.74,"SALE002955,SALE002956,SALE002957,SALE002958,SALE002959,SALE002960,SALE002961",Paid
INV00424,2025-05-03,CUST0796,170000.6,"SALE002962,SALE002963,SALE002964,SALE002965,SALE002966,SALE002967,SALE002968",Paid
INV00425,2025-05-03,CUST0762,299073.66000000003,"SALE002969,SALE002970,SALE002971,SALE002972,SALE002973,SALE002974,SALE002975",Paid
INV00426,2025-05-10,CUST0659,144077.74,"SALE002976,SALE002977,SALE002978,SALE002979,SALE002980,SALE002981,SALE002982",Paid
INV00427,2025-05-06,CUST0186,198403.51,"SALE002983,SALE002984,SALE002985,SALE002986,SALE002987,SALE002988,SALE002989",Paid
INV00428,2025-05-03,CUST0070,279541.37,"SALE002990,SALE002991,SALE002992,SALE002993,SALE002994,SALE002995,SALE002996",Paid
INV00429,2025-05-04,CUST0276,169409.22,"SALE002997,SALE002998,SALE002999,SALE003000,SALE003001,SALE003002,SALE003003",Paid
INV00430,2025-05-03,CUST0246,94147.18,"SALE003004,SALE003005,SALE003006,SALE003007,SALE003008,SALE003009,SALE003010",Paid
INV00431,2025-05-03,CUST0391,287608.39,"SALE003011,SALE003012,SALE003013,SALE003014,SALE003015,SALE003016,SALE003017",Paid
INV00432,2025-05-04,CUST0175,250488.80000000002,"SALE003018,SALE003019,SALE003020,SALE003021,SALE003022,SALE003023,SALE003024",Paid
INV00433,2025-05-04,CUST0949,149984.05000000002,"SALE003025,SALE003026,SALE003027,SALE003028,SALE003029,SALE003030,SALE003031",Paid
INV00434,2025-05-03,CUST0990,224843.78,"SALE003032,SALE003033,SALE003034,SALE003035,SALE003036,SALE003037,SALE003038",Paid
INV00435,2025-05-03,CUST0887,223816.29,"SALE003039,SALE003040,SALE003041,SALE003042,SALE003043,SALE003044,SALE003045",Paid
INV00436,2025-05-03,CUST0330,207601.81,"SALE003046,SALE003047,SALE003048,SALE003049,SALE003050,SALE003051,SALE003052",Paid
INV00437,2025-05-10,CUST0827,166715.91999999998,"SALE003053,SALE003054,SALE003055,SALE003056,SALE003057,SALE003058,SALE003059",Pending
INV00438,2025-05-03,CUST0217,289767.48,"SALE003060,SALE003061,SALE003062,SALE003063,SALE003064,SALE003065,SALE003066",Paid
INV00439,2025-05-04,CUST0808,204227.83000000002,"SALE003067,SALE003068,SALE003069,SALE003070,SALE003071,SALE003072,SALE003073",Paid
INV00440,2025-05-02,CUST0406,195600.31,"SALE003074,SALE003075,SALE003076,SALE003077,SALE003078,SALE003079,SALE003080",Paid
INV00441,2025-05-04,CUST0602,157383.0,"SALE003081,SALE003082,SALE003083,SALE003084,SALE003085,SALE003086,SALE003087",Paid
INV00442,2025-05-02,CUST0822,127626.61,"SALE003088,SALE003089,SALE003090,SALE003091,SALE003092,SALE003093,SALE003094",Paid
INV00443,2025-05-03,CUST0945,164334.91,"SALE003095,SALE003096,SALE003097,SALE003098,SALE003099,SALE003100,SALE003101",Paid
INV00444,2025-05-04,CUST0385,265267.73,"SALE003102,SALE003103,SALE003104,SALE003105,SALE003106,SALE003107,SALE003108",Paid
INV00445,2025-05-10,CUST0622,155705.74,"SALE003109,SALE003110,SALE003111,SALE003112,SALE003113,SALE003114,SALE003115",Paid
INV00446,2025-05-03,CUST0276,267940.72,"SALE003116,SALE003117,SALE003118,SALE003119,SALE003120,SALE003121,SALE003122",Paid
INV00447,2025-05-03,CUST0582,68890.7,"SALE003123,SALE003124,SALE003125,SALE003126,SALE003127,SALE003128,SALE003129",Paid
INV00448,2025-05-04,CUST0912,114434.06,"SALE003130,SALE003131,SALE003132,SALE003133,SALE003134,SALE003135,SALE003136",Paid
INV00449,2025-05-03,CUST0098,268923.08,"SALE003137,SALE003138,SALE003139,SALE003140,SALE003141,SALE003142,SALE003143",Paid
INV00450,2025-05-04,CUST0719,161199.5,"SALE003144,SALE003145,SALE003146,SALE003147,SALE003148,SALE003149,SALE003150",Paid
INV00451,2025-05-08,CUST0271,139809.02,"SALE003151,SALE003152,SALE003153,SALE003154,SALE003155,SALE003156,SALE003157",Pending
INV00452,2025-05-06,CUST0548,223264.22,"SALE003158,SALE003159,SALE003160,SALE003161,SALE003162,SALE003163,SALE003164",Paid
INV00453,2025-05-04,CUST0999,153234.68,"SALE003165,SALE003166,SALE003167,SALE003168,SALE003169,SALE003170,SALE003171",Paid
INV00454,2025-05-03,CUST0544,205234.76,"SALE003172,SALE003173,SALE003174,SALE003175,SALE003176,SALE003177,SALE003178",Paid
INV00455,2025-05-03,CUST0435,218439.78,"SALE003179,SALE003180,SALE003181,SALE003182,SALE003183,SALE003184,SALE003185",Paid
INV00456,2025-05-03,CUST0701,313691.70999999996,"SALE003186,SALE003187,SALE003188,SALE003189,SALE003190,SALE003191,SALE003192",Paid
INV00457,2025-05-04,CUST0566,249831.7,"SALE003193,SALE003194,SALE003195,SALE003196,SALE003197,SALE003198,SALE003199",Paid
INV00458,2025-05-04,CUST0405,190912.72,"SALE003200,SALE003201,SALE003202,SALE003203,SALE003204,SALE003205,SALE003206",Pending
INV00459,2025-05-03,CUST0536,230071.33000000002,"SALE003207,SALE003208,SALE003209,SALE003210,SALE003211,SALE003212,SALE003213",Paid
INV00460,2025-05-04,CUST0959,220000.38,"SALE003214,SALE003215,SALE003216,SALE003217,SALE003218,SALE003219,SALE003220",Paid
INV00461,2025-05-03,CUST0393,164454.56,"SALE003221,SALE003222,SALE003223,SALE003224,SALE003225,SALE003226,SALE003227",Pending
INV00462,2025-05-11,CUST0186,227508.12,"SALE003228,SALE003229,SALE003230,SALE003231,SALE003232,SALE003233,SALE003234",Paid
INV00463,2025-05-03,CUST0959,217935.78,"SALE003235,SALE003236,SALE003237,SALE003238,SALE003239,SALE003240,SALE003241",Paid
INV00464,2025-05-03,CUST0079,244975.44,"SALE003242,SALE003243,SALE003244,SALE003245,SALE003246,SALE003247,SALE003248",Paid
INV00465,2025-05-03,CUST0567,163360.83,"SALE003249,SALE003250,SALE003251,SALE003252,SALE003253,SALE003254,SALE003255",Paid
INV00466,2025-05-02,CUST0856,299367.77,"SALE003256,SALE003257,SALE003258,SALE003259,SALE003260,SALE003261,SALE003262",Paid
INV00467,2025-05-03,CUST0587,250077.64,"SALE003263,SALE003264,SALE003265,SALE003266,SALE003267,SALE003268,SALE003269",Paid
INV00468,2025-05-03,CUST0011,194878.29,"SALE003270,SALE003271,SALE003272,SALE003273,SALE003274,SALE003275,SALE003276",Paid
INV00469,2025-05-03,CUST0595,189952.85,"SALE003277,SALE003278,SALE003279,SALE003280,SALE003281,SALE003282,SALE003283",Paid
INV00470,2025-05-03,CUST0991,118106.42,"SALE003284,SALE003285,SALE003286,SALE003287,SALE003288,SALE003289,SALE003290",Paid
INV00471,2025-05-03,CUST0636,89698.17000000001,"SALE003291,SALE003292,SALE003293,SALE003294,SALE003295,SALE003296,SALE003297",Paid
INV00472,2025-05-03,CUST0258,164735.69,"SALE003298,SALE003299,SALE003300,SALE003301,SALE003302,SALE003303,SALE003304",Pending
INV00473,2025-05-03,CUST0516,268628.05,"SALE003305,SALE003306,SALE003307,SALE003308,SALE003309,SALE003310,SALE003311",Paid
INV00474,2025-05-03,CUST0566,102340.44,"SALE003312,SALE003313,SALE003314,SALE003315,SALE003316,SALE003317,SALE003318",Paid
INV00475,2025-05-03,CUST0380,143819.94,"SALE003319,SALE003320,SALE003321,SALE003322,SALE003323,SALE003324,SALE003325",Paid
INV00476,2025-05-04,CUST0093,189540.07,"SALE003326,SALE003327,SALE003328,SALE003329,SALE003330,SALE003331,SALE003332",Paid
INV00477,2025-05-03,CUST0839,198920.4,"SALE003333,SALE003334,SALE003335,SALE003336,SALE003337,SALE003338,SALE003339",Paid
INV00478,2025-05-03,CUST0231,133840.61,"SALE003340,SALE003341,SALE003342,SALE003343,SALE003344,SALE003345,SALE003346",Paid
INV00479,2025-05-03,CUST0867,83793.32,"SALE003347,SALE003348,SALE003349,SALE003350,SALE003351,SALE003352,SALE003353",Paid
INV00480,2025-05-03,CUST0012,208172.22,"SALE003354,SALE003355,SALE003356,SALE003357,SALE003358,SALE003359,SALE003360",Paid
INV00481,2025-05-04,CUST0795,68612.34,"SALE003361,SALE003362,SALE003363,SALE003364,SALE003365,SALE003366,SALE003367",Paid
INV00482,2025-05-04,CUST0700,203167.26,"SALE003368,SALE003369,SALE003370,SALE003371,SALE003372,SALE003373,SALE003374",Paid
INV00483,2025-05-04,CUST0549,137154.13,"SALE003375,SALE003376,SALE003377,SALE003378,SALE003379,SALE003380,SALE003381",Paid
INV00484,2025-05-03,CUST0950,227531.94,"SALE003382,SALE003383,SALE003384,SALE003385,SALE003386,SALE003387,SALE003388",Paid
INV00485,2025-05-03,CUST0170,223665.93,"SALE003389,SALE003390,SALE003391,SALE003392,SALE003393,SALE003394,SALE003395",Paid
INV00486,2025-05-03,CUST0180,136159.41,"SALE003396,SALE003397,SALE003398,SALE003399,SALE003400,SALE003401,SALE003402",Paid
INV00487,2025-05-09,CUST0773,183820.28,"SALE003403,SALE003404,SALE003405,SALE003406,SALE003407,SALE003408,SALE003409",Pending
INV00488,2025-05-04,CUST0619,161178.84,"SALE003410,SALE003411,SALE003412,SALE003413,SALE003414,SALE003415,SALE003416",Paid
INV00489,2025-05-04,CUST0996,180294.48,"SALE003417,SALE003418,SALE003419,SALE003420,SALE003421,SALE003422,SALE003423",Paid
INV00490,2025-05-05,CUST0073,211750.78,"SALE003424,SALE003425,SALE003426,SALE003427,SALE003428,SALE003429,SALE003430",Paid
INV00491,2025-05-03,CUST0961,228158.84999999998,"SALE003431,SALE003432,SALE003433,SALE003434,SALE003435,SALE003436,SALE003437",Paid
INV00492,2025-05-10,CUST0054,173643.76,"SALE003438,SALE003439,SALE003440,SALE003441,SALE003442,SALE003443,SALE003444",Paid
INV00493,2025-05-03,CUST0946,176685.84,"SALE003445,SALE003446,SALE003447,SALE003448,SALE003449,SALE003450,SALE003451",Paid
INV00494,2025-05-03,CUST0736,216696.71,"SALE003452,SALE003453,SALE003454,SALE003455,SALE003456,SALE003457,SALE003458",Paid
INV00495,2025-05-03,CUST0701,213153.66,"SALE003459,SALE003460,SALE003461,SALE003462,SALE003463,SALE003464,SALE003465",Paid
INV00496,2025-05-04,CUST0173,127889.65000000001,"SALE003466,SALE003467,SALE003468,SALE003469,SALE003470,SALE003471,SALE003472",Pending
INV00497,2025-05-10,CUST0489,156870.11,"SALE003473,SALE003474,SALE003475,SALE003476,SALE003477,SALE003478,SALE003479",Paid
INV00498,2025-05-03,CUST0076,181412.67,"SALE003480,SALE003481,SALE003482,SALE003483,SALE003484,SALE003485,SALE003486",Paid
INV00499,2025-05-04,CUST0269,238654.04,"SALE003487,SALE003488,SALE003489,SALE003490,SALE003491,SALE003492,SALE003493",Paid
INV00500,2025-05-03,CUST0610,123054.05,"SALE003494,SALE003495,SALE003496,SALE003497,SALE003498,SALE003499,SALE003500",Paid
INV00501,2025-05-03,CUST0698,158569.80000000002,"SALE003501,SALE003502,SALE003503,SALE003504,SALE003505,SALE003506,SALE003507",Paid
INV00502,2025-05-03,CUST0408,189478.99,"SALE003508,SALE003509,SALE003510,SALE003511,SALE003512,SALE003513,SALE003514",Paid
INV00503,2025-05-10,CUST0195,170029.07,"SALE003515,SALE003516,SALE003517,SALE003518,SALE003519,SALE003520,SALE003521",Paid
INV00504,2025-05-01,CUST0194,220725.2,"SALE003522,SALE003523,SALE003524,SALE003525,SALE003526,SALE003527,SALE003528",Paid
INV00505,2025-05-01,CUST0189,298105.99,"SALE003529,SALE003530,SALE003531,SALE003532,SALE003533,SALE003534,SALE003535",Paid
INV00506,2025-05-18,CUST0920,129880.43,"SALE003536,SALE003537,SALE003538,SALE003539,SALE003540,SALE003541,SALE003542",Paid
INV00507,2025-05-11,CUST0585,235189.80000000002,"SALE003543,SALE003544,SALE003545,SALE003546,SALE003547,SALE003548,SALE003549",Pending
INV00508,2025-05-05,CUST0017,164629.87,"SALE003550,SALE003551,SALE003552,SALE003553,SALE003554,SALE003555,SALE003556",Paid
INV00509,2025-05-07,CUST0205,184912.95,"SALE003557,SALE003558,SALE003559,SALE003560,SALE003561,SALE003562,SALE003563",Paid
INV00510,2025-05-03,CUST0751,126170.25,"SALE003564,SALE003565,SALE003566,SALE003567,SALE003568,SALE003569,SALE003570",Paid
INV00511,2025-05-03,CUST0956,151895.91999999998,"SALE003571,SALE003572,SALE003573,SALE003574,SALE003575,SALE003576,SALE003577",Paid
INV00512,2025-05-11,CUST0598,156917.88,"SALE003578,SALE003579,SALE003580,SALE003581,SALE003582,SALE003583,SALE003584",Pending
INV00513,2025-05-02,CUST0893,218636.07,"SALE003585,SALE003586,SALE003587,SALE003588,SALE003589,SALE003590,SALE003591",Paid
INV00514,2025-05-06,CUST0328,263940.09,"SALE003592,SALE003593,SALE003594,SALE003595,SALE003596,SALE003597,SALE003598",Paid
INV00515,2025-05-03,CUST0513,168195.55,"SALE003599,SALE003600,SALE003601,SALE003602,SALE003603,SALE003604,SALE003605",Paid
INV00516,2025-05-25,CUST0458,224200.26,"SALE003606,SALE003607,SALE003608,SALE003609,SALE003610,SALE003611,SALE003612",Paid
INV00517,2025-05-01,CUST0409,163108.36000000002,"SALE003613,SALE003614,SALE003615,SALE003616,SALE003617,SALE003618,SALE003619",Paid
INV00518,2025-05-03,CUST0724,249148.25,"SALE003620,SALE003621,SALE003622,SALE003623,SALE003624,SALE003625,SALE003626",Paid
INV00519,2025-05-11,CUST0096,111491.32,"SALE003627,SALE003628,SALE003629,SALE003630,SALE003631,SALE003632,SALE003633",Paid
INV00520,2025-05-10,CUST0055,237284.22,"SALE003634,SALE003635,SALE003636,SALE003637,SALE003638,SALE003639,SALE003640",Paid
INV00521,2025-05-04,CUST0793,208571.32,"SALE003641,SALE003642,SALE003643,SALE003644,SALE003645,SALE003646,SALE003647",Paid
INV00522,2025-05-01,CUST0004,248146.22,"SALE003648,SALE003649,SALE003650,SALE003651,SALE003652,SALE003653,SALE003654",Paid
INV00523,2025-05-03,CUST0768,132575.74,"SALE003655,SALE003656,SALE003657,SALE003658,SALE003659,SALE003660,SALE003661",Pending
INV00524,2025-05-09,CUST0759,152364.62,"SALE003662,SALE003663,SALE003664,SALE003665,SALE003666,SALE003667,SALE003668",Paid
INV00525,2025-05-10,CUST0702,301837.03,"SALE003669,SALE003670,SALE003671,SALE003672,SALE003673,SALE003674,SALE003675",Paid
INV00526,2025-05-03,CUST0153,179692.6,"SALE003676,SALE003677,SALE003678,SALE003679,SALE003680,SALE003681,SALE003682",Paid
INV00527,2025-05-03,CUST0080,96435.69,"SALE003683,SALE003684,SALE003685,SALE003686,SALE003687,SALE003688,SALE003689",Paid
INV00528,2025-05-03,CUST0098,75072.24,"SALE003690,SALE003691,SALE003692,SALE003693,SALE003694,SALE003695,SALE003696",Paid
INV00529,2025-05-03,CUST0215,134153.41999999998,"SALE003697,SALE003698,SALE003699,SALE003700,SALE003701,SALE003702,SALE003703",Pending
INV00530,2025-05-11,CUST0485,230353.53,"SALE003704,SALE003705,SALE003706,SALE003707,SALE003708,SALE003709,SALE003710",Paid
INV00531,2025-05-14,CUST0946,186593.62,"SALE003711,SALE003712,SALE003713,SALE003714,SALE003715,SALE003716,SALE003717",Paid
INV00532,2025-05-03,CUST0685,246968.19,"SALE003718,SALE003719,SALE003720,SALE003721,SALE003722,SALE003723,SALE003724",Paid
INV00533,2025-05-11,CUST0918,250386.24000000002,"SALE003725,SALE003726,SALE003727,SALE003728,SALE003729,SALE003730,SALE003731",Paid
INV00534,2025-05-03,CUST0113,121902.69,"SALE003732,SALE003733,SALE003734,SALE003735,SALE003736,SALE003737,SALE003738",Paid
INV00535,2025-05-02,CUST0577,98223.92,"SALE003739,SALE003740,SALE003741,SALE003742,SALE003743,SALE003744,SALE003745",Paid
INV00536,2025-05-04,CUST0917,211495.43,"SALE003746,SALE003747,SALE003748,SALE003749,SALE003750,SALE003751,SALE003752",Paid
INV00537,2025-05-10,CUST0123,238222.08000000002,"SALE003753,SALE003754,SALE003755,SALE003756,SALE003757,SALE003758,SALE003759",Paid
INV00538,2025-05-10,CUST0421,126788.43,"SALE003760,SALE003761,SALE003762,SALE003763,SALE003764,SALE003765,SALE003766",Paid
INV00539,2025-05-03,CUST0962,242923.65,"SALE003767,SALE003768,SALE003769,SALE003770,SALE003771,SALE003772,SALE003773",Paid
INV00540,2025-05-03,CUST0004,232296.97,"SALE003774,SALE003775,SALE003776,SALE003777,SALE003778,SALE003779,SALE003780",Paid
INV00541,2025-05-03,CUST0822,162964.7,"SALE003781,SALE003782,SALE003783,SALE003784,SALE003785,SALE003786,SALE003787",Paid
INV00542,2025-05-04,CUST0628,102770.61,"SALE003788,SALE003789,SALE003790,SALE003791,SALE003792,SALE003793,SALE003794",Paid
INV00543,2025-05-03,CUST0413,163696.43,"SALE003795,SALE003796,SALE003797,SALE003798,SALE003799,SALE003800,SALE003801",Paid
INV00544,2025-05-03,CUST0229,210909.22,"SALE003802,SALE003803,SALE003804,SALE003805,SALE003806,SALE003807,SALE003808",Paid
INV00545,2025-05-03,CUST0408,156542.17,"SALE003809,SALE003810,SALE003811,SALE003812,SALE003813,SALE003814,SALE003815",Paid
INV00546,2025-05-03,CUST0093,77419.39,"SALE003816,SALE003817,SALE003818,SALE003819,SALE003820,SALE003821,SALE003822",Pending
INV00547,2025-05-03,CUST0659,197962.35,"SALE003823,SALE003824,SALE003825,SALE003826,SALE003827,SALE003828,SALE003829",Paid
INV00548,2025-05-03,CUST0477,299436.7,"SALE003830,SALE003831,SALE003832,SALE003833,SALE003834,SALE003835,SALE003836",Paid
INV00549,2025-05-03,CUST0252,255764.48,"SALE003837,SALE003838,SALE003839,SALE003840,SALE003841,SALE003842,SALE003843",Paid
INV00550,2025-05-04,CUST0579,190522.47,"SALE003844,SALE003845,SALE003846,SALE003847,SALE003848,SALE003849,SALE003850",Paid
INV00551,2025-05-08,CUST0898,264141.95,"SALE003851,SALE003852,SALE003853,SALE003854,SALE003855,SALE003856,SALE003857",Paid
INV00552,2025-05-04,CUST0689,228245.02,"SALE003858,SALE003859,SALE003860,SALE003861,SALE003862,SALE003863,SALE003864",Paid
INV00553,2025-05-10,CUST0475,151820.38999999998,"SALE003865,SALE003866,SALE003867,SALE003868,SALE003869,SALE003870,SALE003871",Paid
INV00554,2025-05-05,CUST0116,134137.29,"SALE003872,SALE003873,SALE003874,SALE003875,SALE003876,SALE003877,SALE003878",Paid
INV00555,2025-05-03,CUST0913,294598.14,"SALE003879,SALE003880,SALE003881,SALE003882,SALE003883,SALE003884,SALE003885",Paid
INV00556,2025-05-04,CUST0262,240522.9,"SALE003886,SALE003887,SALE003888,SALE003889,SALE003890,SALE003891,SALE003892",Pending
INV00557,2025-05-10,CUST0919,197799.83,"SALE003893,SALE003894,SALE003895,SALE003896,SALE003897,SALE003898,SALE003899",Pending
INV00558,2025-05-11,CUST0374,234217.65,"SALE003900,SALE003901,SALE003902,SALE003903,SALE003904,SALE003905,SALE003906",Paid
INV00559,2025-05-01,CUST0169,90887.24,"SALE003907,SALE003908,SALE003909,SALE003910,SALE003911,SALE003912,SALE003913",Pending
INV00560,2025-05-03,CUST0799,216522.56,"SALE003914,SALE003915,SALE003916,SALE003917,SALE003918,SALE003919,SALE003920",Paid
INV00561,2025-05-03,CUST0156,108709.61,"SALE003921,SALE003922,SALE003923,SALE003924,SALE003925,SALE003926,SALE003927",Paid
INV00562,2025-05-01,CUST0358,164272.36000000002,"SALE003928,SALE003929,SALE003930,SALE003931,SALE003932,SALE003933,SALE003934",Paid
INV00563,2025-05-03,CUST0552,246472.46,"SALE003935,SALE003936,SALE003937,SALE003938,SALE003939,SALE003940,SALE003941",Paid
INV00564,2025-05-03,CUST0060,152798.31,"SALE003942,SALE003943,SALE003944,SALE003945,SALE003946,SALE003947,SALE003948",Paid
INV00565,2025-05-03,CUST0085,208165.87,"SALE003949,SALE003950,SALE003951,SALE003952,SALE003953,SALE003954,SALE003955",Paid
INV00566,2025-05-10,CUST0664,275419.92,"SALE003956,SALE003957,SALE003958,SALE003959,SALE003960,SALE003961,SALE003962",Pending
INV00567,2025-05-03,CUST0200,167795.33,"SALE003963,SALE003964,SALE003965,SALE003966,SALE003967,SALE003968,SALE003969",Pending
INV00568,2025-05-03,CUST0452,100589.56,"SALE003970,SALE003971,SALE003972,SALE003973,SALE003974,SALE003975,SALE003976",Paid
INV00569,2025-05-03,CUST0018,206225.94,"SALE003977,SALE003978,SALE003979,SALE003980,SALE003981,SALE003982,SALE003983",Paid
INV00570,2025-05-09,CUST0434,258868.4,"SALE003984,SALE003985,SALE003986,SALE003987,SALE003988,SALE003989,SALE003990",Paid
INV00571,2025-05-01,CUST0843,205745.45,"SALE003991,SALE003992,SALE003993,SALE003994,SALE003995,SALE003996,SALE003997",Paid
INV00572,2025-05-17,CUST0850,163451.66,"SALE003998,SALE003999,SALE004000,SALE004001,SALE004002,SALE004003,SALE004004",Paid
INV00573,2025-05-03,CUST0030,64000.39,"SALE004005,SALE004006,SALE004007,SALE004008,SALE004009,SALE004010,SALE004011",Paid
INV00574,2025-05-04,CUST0907,225408.66,"SALE004012,SALE004013,SALE004014,SALE004015,SALE004016,SALE004017,SALE004018",Paid
INV00575,2025-05-03,CUST0557,197302.47,"SALE004019,SALE004020,SALE004021,SALE004022,SALE004023,SALE004024,SALE004025",Paid
