SaleID,SalesDate,SalesTime,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount
SALE002401,2025-05-10,19:05:32,CUST0837,PROD060,8,3522.74,28181.92
SALE002402,2025-05-13,18:15:46,CUST0105,PROD020,1,22133.08,22133.08
SALE002403,2025-05-18,21:28:07,CUST0661,PROD323,8,3639.01,29112.08
SALE002404,2025-05-11,13:28:50,CUST0735,PROD102,4,5236.57,20946.28
SALE002405,2025-05-10,10:20:11,CUST0177,PROD208,3,2706.03,8118.09
SALE002406,2025-05-19,19:13:47,CUST0422,PROD167,1,6245.7,6245.7
SALE002407,2025-05-24,15:42:54,CUST0600,PROD096,2,3274.89,6549.78
SALE002408,2025-05-31,18:09:15,CUST0919,PROD126,1,24655.32,24655.32
SALE002409,2025-05-11,19:54:57,CUST0554,PROD268,4,1579.63,6318.52
SALE002410,2025-05-17,14:26:07,CUST0501,PROD345,8,714.44,5715.52
SALE002411,2025-05-24,17:14:10,CUST0828,PROD262,7,6161.39,43129.73
SALE002412,2025-05-03,19:21:16,CUST0887,PROD174,1,67821.7,67821.7
SALE002413,2025-05-26,17:39:45,CUST0743,PROD388,1,10615.21,10615.21
SALE002414,2025-05-25,10:11:36,CUST0179,PROD168,1,71602.73,71602.73
SALE002415,2025-05-11,20:57:38,CUST0480,PROD090,9,4185.67,37671.03
SALE002416,2025-05-04,13:31:45,CUST0917,PROD100,1,25635.46,25635.46
SALE002417,2025-05-31,18:15:08,CUST0153,PROD110,1,1450.64,1450.64
SALE002418,2025-05-04,12:50:23,CUST0407,PROD196,8,259.78,2078.24
SALE002419,2025-05-03,10:16:48,CUST0568,PROD287,8,4411.81,35294.48
SALE002420,2025-05-20,20:56:29,CUST0532,PROD031,9,8101.67,72915.03
SALE002421,2025-05-17,17:22:43,CUST0216,PROD277,6,5179.39,31076.34
SALE002422,2025-05-10,13:40:34,CUST0404,PROD298,2,37982.26,75964.52
SALE002423,2025-05-26,10:12:01,CUST0285,PROD266,40,818.68,32747.2
SALE002424,2025-05-08,20:05:52,CUST0587,PROD107,75,514.75,38606.25
SALE002425,2025-05-04,15:53:55,CUST0167,PROD315,28,516.29,14456.12
SALE002426,2025-05-28,11:01:49,CUST0153,PROD326,10,6884.61,68846.1
SALE002427,2025-05-06,21:37:47,CUST0357,PROD029,5,73.14,365.7
SALE002428,2025-05-25,14:41:55,CUST0753,PROD267,9,1289.32,11603.88
SALE002429,2025-05-11,10:36:26,CUST0482,PROD071,1,31209.4,31209.4
SALE002430,2025-05-04,19:07:09,CUST0408,PROD278,1,2707.89,2707.89
SALE002431,2025-05-10,11:13:10,CUST0121,PROD007,8,3586.65,28693.2
SALE002432,2025-05-10,10:07:38,CUST0790,PROD024,2,6244.95,12489.9
SALE002433,2025-05-24,11:08:58,CUST0186,PROD331,7,675.11,4725.77
SALE002434,2025-05-03,17:08:46,CUST0352,PROD038,1,10732.21,10732.21
SALE002435,2025-05-25,13:12:59,CUST0638,PROD144,1,17109.63,17109.63
SALE002436,2025-05-11,16:24:21,CUST0214,PROD192,9,6549.32,58943.88
SALE002437,2025-05-25,20:56:42,CUST0831,PROD289,40,346.83,13873.2
SALE002438,2025-05-10,14:11:06,CUST0093,PROD125,5,7409.15,37045.75
SALE002439,2025-05-01,20:25:40,CUST0538,PROD260,3,2188.62,6565.86
SALE002440,2025-05-03,19:42:20,CUST0138,PROD273,1,16910.64,16910.64
SALE002441,2025-05-03,19:12:44,CUST0868,PROD276,6,4707.43,28244.58
SALE002442,2025-05-24,11:51:47,CUST0754,PROD341,1,33212.27,33212.27
SALE002443,2025-05-26,21:42:36,CUST0611,PROD137,6,4516.86,27101.16
SALE002444,2025-05-05,19:31:52,CUST0018,PROD367,1,65585.51,65585.51
SALE002445,2025-05-08,11:09:17,CUST0196,PROD297,7,6297.93,44085.51
SALE002446,2025-05-18,18:23:24,CUST0315,PROD110,3,1450.64,4351.92
SALE002447,2025-05-07,14:04:56,CUST0761,PROD392,1,35537.71,35537.71
SALE002448,2025-05-25,10:27:07,CUST0371,PROD099,10,7345.73,73457.3
SALE002449,2025-05-31,17:17:03,CUST0171,PROD264,1,60031.83,60031.83
SALE002450,2025-05-04,16:27:55,CUST0605,PROD226,1,7206.44,7206.44
SALE002451,2025-05-10,14:33:41,CUST0968,PROD217,2,1520.28,3040.56
SALE002452,2025-05-10,20:40:41,CUST0008,PROD206,30,426.05,12781.5
SALE002453,2025-05-23,14:02:15,CUST0061,PROD296,1,46414.4,46414.4
SALE002454,2025-05-24,17:36:58,CUST0787,PROD354,1,78719.51,78719.51
SALE002455,2025-05-17,19:04:23,CUST0454,PROD014,1,62199.64,62199.64
SALE002456,2025-05-25,15:18:27,CUST0864,PROD048,3,5742.67,17228.01
SALE002457,2025-05-25,11:08:53,CUST0830,PROD171,34,318.62,10833.08
SALE002458,2025-05-04,10:35:03,CUST0788,PROD286,1,65934.34,65934.34
SALE002459,2025-05-03,13:01:51,CUST0934,PROD288,54,381.5,20601.0
SALE002460,2025-05-25,16:17:48,CUST0966,PROD291,13,599.57,7794.41
SALE002461,2025-05-31,10:34:00,CUST0530,PROD379,2,6068.47,12136.94
SALE002462,2025-05-26,15:28:06,CUST0152,PROD085,10,7062.1,70621.0
SALE002463,2025-05-01,11:21:45,CUST0063,PROD157,8,5545.36,44362.88
SALE002464,2025-05-03,16:28:06,CUST0253,PROD018,1,8424.26,8424.26
SALE002465,2025-05-04,10:52:55,CUST0295,PROD035,6,869.43,5216.58
SALE002466,2025-05-17,17:19:12,CUST0821,PROD288,53,381.5,20219.5
SALE002467,2025-05-11,10:01:36,CUST0446,PROD318,1,67212.41,67212.41
SALE002468,2025-05-18,20:22:28,CUST0437,PROD337,7,5868.1,41076.7
SALE002469,2025-05-03,13:07:35,CUST0006,PROD259,1,49020.53,49020.53
SALE002470,2025-05-22,13:38:25,CUST0161,PROD360,8,4404.43,35235.44
SALE002471,2025-05-24,16:27:52,CUST0153,PROD177,2,832.76,1665.52
SALE002472,2025-05-31,13:53:08,CUST0717,PROD202,8,2398.03,19184.24
SALE002473,2025-05-17,16:26:27,CUST0103,PROD017,1,30812.12,30812.12
SALE002474,2025-05-03,11:50:07,CUST0052,PROD240,8,8145.82,65166.56
SALE002475,2025-05-25,11:58:16,CUST0039,PROD105,1,6712.18,6712.18
SALE002476,2025-05-11,18:49:35,CUST0070,PROD027,10,7592.02,75920.2
SALE002477,2025-05-17,19:00:20,CUST0256,PROD278,2,2707.89,5415.78
SALE002478,2025-05-11,10:16:39,CUST0624,PROD140,9,6134.11,55206.99
SALE002479,2025-05-02,14:41:53,CUST0613,PROD367,1,65585.51,65585.51
SALE002480,2025-05-30,19:33:31,CUST0655,PROD273,1,16910.64,16910.64
SALE002481,2025-05-25,20:07:52,CUST0425,PROD176,7,4941.84,34592.88
SALE002482,2025-05-17,11:26:58,CUST0392,PROD076,2,6928.83,13857.66
SALE002483,2025-05-17,10:31:30,CUST0585,PROD105,5,6712.18,33560.9
SALE002484,2025-05-10,15:27:11,CUST0216,PROD273,1,16910.64,16910.64
SALE002485,2025-05-17,19:36:58,CUST0117,PROD387,10,6320.55,63205.5
SALE002486,2025-05-15,11:45:52,CUST0933,PROD166,35,174.46,6106.1
SALE002487,2025-05-06,20:08:01,CUST0220,PROD274,61,70.13,4277.93
SALE002488,2025-05-31,12:06:05,CUST0421,PROD334,1,4558.44,4558.44
SALE002489,2025-05-03,20:51:42,CUST0643,PROD121,5,5487.42,27437.1
SALE002490,2025-05-04,18:51:05,CUST0241,PROD238,49,213.23,10448.27
SALE002491,2025-05-22,19:36:32,CUST0610,PROD106,66,682.43,45040.38
SALE002492,2025-05-29,19:28:57,CUST0151,PROD087,2,4802.66,9605.32
SALE002493,2025-05-03,10:46:53,CUST0551,PROD048,9,5742.67,51684.03
SALE002494,2025-05-17,20:32:01,CUST0835,PROD063,2,4595.22,9190.44
SALE002495,2025-05-18,14:19:34,CUST0142,PROD390,1,31554.44,31554.44
SALE002496,2025-05-18,18:32:47,CUST0950,PROD194,4,5519.62,22078.48
SALE002497,2025-05-19,18:23:28,CUST0955,PROD360,1,4404.43,4404.43
SALE002498,2025-05-03,14:34:02,CUST0429,PROD322,62,303.41,18811.42
SALE002499,2025-05-04,12:53:12,CUST0390,PROD392,1,35537.71,35537.71
SALE002500,2025-05-04,20:42:05,CUST0957,PROD349,1,19632.18,19632.18
SALE002501,2025-05-17,12:38:42,CUST0434,PROD061,73,550.74,40204.02
SALE002502,2025-05-25,21:48:25,CUST0593,PROD187,8,6678.28,53426.24
SALE002503,2025-05-17,10:37:22,CUST0235,PROD135,2,9192.2,18384.4
SALE002504,2025-05-09,11:50:37,CUST0434,PROD115,2,1471.66,2943.32
SALE002505,2025-05-25,18:41:15,CUST0182,PROD152,1,61149.55,61149.55
SALE002506,2025-05-22,21:35:35,CUST0230,PROD107,44,514.75,22649.0
SALE002507,2025-05-04,17:37:51,CUST0880,PROD024,7,6244.95,43714.65
SALE002508,2025-05-03,19:59:26,CUST0719,PROD105,5,6712.18,33560.9
SALE002509,2025-05-24,18:15:46,CUST0272,PROD287,10,4411.81,44118.1
SALE002510,2025-05-25,18:19:09,CUST0067,PROD292,1,29961.5,29961.5
SALE002511,2025-05-04,16:09:10,CUST0956,PROD349,1,19632.18,19632.18
SALE002512,2025-05-24,14:34:34,CUST0129,PROD059,1,2273.81,2273.81
SALE002513,2025-05-17,13:17:34,CUST0410,PROD365,70,256.9,17983.0
SALE002514,2025-05-03,16:08:16,CUST0405,PROD251,8,1127.76,9022.08
SALE002515,2025-05-05,18:28:38,CUST0590,PROD124,2,5766.33,11532.66
SALE002516,2025-05-04,11:19:04,CUST0220,PROD248,2,6625.36,13250.72
SALE002517,2025-05-19,21:15:22,CUST0678,PROD036,10,7055.95,70559.5
SALE002518,2025-05-21,13:45:26,CUST0111,PROD011,1,30517.63,30517.63
SALE002519,2025-05-16,10:21:11,CUST0255,PROD065,1,2088.67,2088.67
SALE002520,2025-05-31,18:06:25,CUST0341,PROD025,4,808.28,3233.12
SALE002521,2025-05-17,14:31:09,CUST0269,PROD280,1,12215.53,12215.53
SALE002522,2025-05-03,13:44:18,CUST0281,PROD367,1,65585.51,65585.51
SALE002523,2025-05-04,17:48:47,CUST0496,PROD039,2,5617.59,11235.18
SALE002524,2025-05-17,19:34:36,CUST0772,PROD188,71,661.89,46994.19
SALE002525,2025-05-31,21:00:55,CUST0411,PROD307,8,5717.74,45741.92
SALE002526,2025-05-04,14:05:28,CUST0278,PROD109,7,5727.93,40095.51
SALE002527,2025-05-17,11:50:14,CUST0860,PROD083,6,5730.13,34380.78
SALE002528,2025-05-24,20:24:16,CUST0560,PROD152,1,61149.55,61149.55
SALE002529,2025-05-11,21:37:25,CUST0714,PROD052,72,179.57,12929.04
SALE002530,2025-05-31,16:36:19,CUST0706,PROD272,2,5614.88,11229.76
SALE002531,2025-05-17,15:51:42,CUST0051,PROD079,2,6199.83,12399.66
SALE002532,2025-05-10,10:54:43,CUST0800,PROD370,63,416.0,26208.0
SALE002533,2025-05-24,21:02:22,CUST0117,PROD094,11,102.21,1124.31
SALE002534,2025-05-03,13:53:38,CUST0551,PROD040,9,8605.19,77446.71
SALE002535,2025-05-24,15:15:26,CUST1000,PROD164,3,611.55,1834.65
SALE002536,2025-05-17,15:23:38,CUST0058,PROD318,1,67212.41,67212.41
SALE002537,2025-05-17,12:19:33,CUST0995,PROD226,10,7206.44,72064.4
SALE002538,2025-05-17,16:24:43,CUST0886,PROD385,1,54134.36,54134.36
SALE002539,2025-05-29,18:39:27,CUST0442,PROD392,1,35537.71,35537.71
SALE002540,2025-05-24,14:10:00,CUST0840,PROD078,5,750.43,3752.15
SALE002541,2025-05-18,17:48:28,CUST0349,PROD092,9,689.15,6202.35
SALE002542,2025-05-25,14:49:20,CUST0988,PROD113,1,11045.71,11045.71
SALE002543,2025-05-03,16:08:15,CUST0878,PROD257,6,3329.08,19974.48
SALE002544,2025-05-09,16:50:08,CUST0875,PROD234,3,6091.01,18273.03
SALE002545,2025-05-17,10:06:25,CUST0648,PROD012,6,619.96,3719.76
SALE002546,2025-05-11,10:00:44,CUST0955,PROD155,7,6407.87,44855.09
SALE002547,2025-05-06,11:11:09,CUST0302,PROD315,25,516.29,12907.25
SALE002548,2025-05-31,17:27:56,CUST0490,PROD254,8,4886.54,39092.32
SALE002549,2025-05-18,19:04:24,CUST0029,PROD083,2,5730.13,11460.26
SALE002550,2025-05-04,11:23:58,CUST0996,PROD316,9,6492.57,58433.13
SALE002551,2025-05-27,18:51:33,CUST0655,PROD373,51,45.35,2312.85
SALE002552,2025-05-31,10:06:30,CUST0603,PROD365,68,256.9,17469.2
SALE002553,2025-05-25,18:08:12,CUST0896,PROD005,2,7296.45,14592.9
SALE002554,2025-05-18,17:59:50,CUST0919,PROD009,1,2399.78,2399.78
SALE002555,2025-05-30,17:08:45,CUST0419,PROD175,5,4606.98,23034.9
SALE002556,2025-05-24,11:09:46,CUST0114,PROD008,3,5006.15,15018.45
SALE002557,2025-05-17,13:47:48,CUST0906,PROD345,8,714.44,5715.52
SALE002558,2025-05-18,21:37:46,CUST0396,PROD288,70,381.5,26705.0
SALE002559,2025-05-18,20:10:23,CUST0272,PROD043,67,61.72,4135.24
SALE002560,2025-05-04,20:35:44,CUST0770,PROD100,1,25635.46,25635.46
SALE002561,2025-05-11,15:51:48,CUST0973,PROD225,1,87327.74,87327.74
SALE002562,2025-05-24,14:19:41,CUST0377,PROD384,5,465.89,2329.45
SALE002563,2025-05-10,13:54:56,CUST0079,PROD296,1,46414.4,46414.4
SALE002564,2025-05-25,14:49:34,CUST0630,PROD027,8,7592.02,60736.16
SALE002565,2025-05-22,21:52:05,CUST0462,PROD157,8,5545.36,44362.88
SALE002566,2025-05-29,13:15:42,CUST0301,PROD228,23,445.71,10251.33
SALE002567,2025-05-11,18:34:24,CUST0702,PROD300,1,83696.97,83696.97
SALE002568,2025-05-03,15:45:00,CUST0671,PROD243,9,748.28,6734.52
SALE002569,2025-05-02,11:38:50,CUST0397,PROD223,2,5747.31,11494.62
SALE002570,2025-05-18,21:40:12,CUST0034,PROD098,7,2324.51,16271.57
SALE002571,2025-05-20,13:20:46,CUST0559,PROD376,9,1052.73,9474.57
SALE002572,2025-05-11,15:54:14,CUST0903,PROD278,5,2707.89,13539.45
SALE002573,2025-05-04,18:04:45,CUST0894,PROD035,7,869.43,6086.01
SALE002574,2025-05-17,18:57:04,CUST0863,PROD187,7,6678.28,46747.96
SALE002575,2025-05-12,14:16:16,CUST0939,PROD380,48,335.83,16119.84
SALE002576,2025-05-03,18:13:52,CUST0548,PROD348,48,786.97,37774.56
SALE002577,2025-05-11,17:45:50,CUST0566,PROD108,2,7077.71,14155.42
SALE002578,2025-05-18,13:41:38,CUST0127,PROD336,3,5577.63,16732.89
SALE002579,2025-05-31,18:42:16,CUST0896,PROD264,1,60031.83,60031.83
SALE002580,2025-05-13,19:37:27,CUST0601,PROD197,9,1337.48,12037.32
SALE002581,2025-05-17,21:38:03,CUST0314,PROD160,6,5840.27,35041.62
SALE002582,2025-05-10,17:06:17,CUST0860,PROD153,59,614.21,36238.39
SALE002583,2025-05-24,13:02:51,CUST0092,PROD129,10,3984.34,39843.4
SALE002584,2025-05-18,16:45:16,CUST0180,PROD400,5,4513.82,22569.1
SALE002585,2025-05-05,18:41:14,CUST0607,PROD204,59,188.71,11133.89
SALE002586,2025-05-11,19:50:06,CUST0155,PROD036,2,7055.95,14111.9
SALE002587,2025-05-25,10:25:58,CUST0837,PROD158,3,6127.41,18382.23
SALE002588,2025-05-31,13:11:33,CUST0888,PROD300,1,83696.97,83696.97
SALE002589,2025-05-02,18:59:13,CUST0172,PROD031,3,8101.67,24305.01
SALE002590,2025-05-04,10:11:14,CUST0180,PROD095,1,55407.38,55407.38
SALE002591,2025-05-31,16:29:27,CUST0389,PROD037,2,5859.8,11719.6
SALE002592,2025-05-02,18:53:40,CUST0612,PROD396,9,1142.59,10283.31
SALE002593,2025-05-30,17:45:24,CUST0125,PROD160,1,5840.27,5840.27
SALE002594,2025-05-17,13:23:24,CUST0816,PROD168,1,71602.73,71602.73
SALE002595,2025-05-02,13:57:35,CUST0297,PROD338,2,37093.82,74187.64
SALE002596,2025-05-04,19:32:48,CUST0049,PROD080,63,590.35,37192.05
SALE002597,2025-05-31,20:08:12,CUST0323,PROD024,5,6244.95,31224.75
SALE002598,2025-05-14,19:20:53,CUST0693,PROD095,1,55407.38,55407.38
SALE002599,2025-05-03,17:53:48,CUST0414,PROD203,3,5706.71,17120.13
SALE002600,2025-05-17,15:47:37,CUST0389,PROD266,58,818.68,47483.44
SALE002601,2025-05-03,21:02:27,CUST0444,PROD232,7,700.44,4903.08
SALE002602,2025-05-04,10:57:41,CUST0403,PROD010,2,70452.79,140905.58
SALE002603,2025-05-10,21:05:45,CUST0861,PROD222,1,13858.52,13858.52
SALE002604,2025-05-17,10:51:28,CUST0555,PROD181,6,5794.27,34765.62
SALE002605,2025-05-17,19:30:02,CUST0536,PROD254,10,4886.54,48865.4
SALE002606,2025-05-31,13:27:26,CUST0562,PROD371,27,218.89,5910.03
SALE002607,2025-05-24,18:46:36,CUST0579,PROD208,10,2706.03,27060.3
SALE002608,2025-05-25,10:33:14,CUST0553,PROD065,7,2088.67,14620.69
SALE002609,2025-05-04,17:33:43,CUST0677,PROD287,8,4411.81,35294.48
SALE002610,2025-05-18,10:23:51,CUST0606,PROD291,56,599.57,33575.92
SALE002611,2025-05-04,19:29:57,CUST0387,PROD203,1,5706.71,5706.71
SALE002612,2025-05-10,10:05:08,CUST0442,PROD364,6,512.19,3073.14
SALE002613,2025-05-15,20:33:36,CUST0573,PROD270,1,15257.91,15257.91
SALE002614,2025-05-17,11:35:54,CUST0006,PROD324,10,4763.19,47631.9
SALE002615,2025-05-12,11:50:29,CUST0370,PROD207,6,1344.86,8069.16
SALE002616,2025-05-04,17:31:29,CUST0298,PROD263,1,67550.09,67550.09
SALE002617,2025-05-22,17:18:24,CUST0617,PROD005,3,7296.45,21889.35
SALE002618,2025-05-31,20:51:53,CUST0661,PROD107,72,514.75,37062.0
SALE002619,2025-05-24,12:27:17,CUST0182,PROD203,3,5706.71,17120.13
SALE002620,2025-05-25,15:32:37,CUST0077,PROD130,59,304.11,17942.49
SALE002621,2025-05-02,14:46:46,CUST0376,PROD005,5,7296.45,36482.25
SALE002622,2025-05-31,15:43:18,CUST0382,PROD243,8,748.28,5986.24
SALE002623,2025-05-27,15:27:49,CUST0518,PROD240,3,8145.82,24437.46
SALE002624,2025-05-01,12:08:54,CUST0891,PROD338,1,37093.82,37093.82
SALE002625,2025-05-03,21:03:04,CUST0648,PROD317,7,6429.67,45007.69
SALE002626,2025-05-08,15:26:17,CUST0974,PROD236,8,254.95,2039.6
SALE002627,2025-05-10,14:54:55,CUST0482,PROD253,3,3027.64,9082.92
SALE002628,2025-05-31,19:20:56,CUST0739,PROD394,5,3598.16,17990.8
SALE002629,2025-05-25,18:41:58,CUST0837,PROD381,9,1011.74,9105.66
SALE002630,2025-05-17,21:28:15,CUST0093,PROD240,3,8145.82,24437.46
SALE002631,2025-05-31,15:00:30,CUST0068,PROD173,9,633.96,5705.64
SALE002632,2025-05-31,20:44:48,CUST0972,PROD209,9,651.84,5866.56
SALE002633,2025-05-18,10:39:11,CUST0865,PROD127,1,36846.58,36846.58
SALE002634,2025-05-04,15:11:27,CUST0083,PROD111,7,565.66,3959.62
SALE002635,2025-05-25,10:52:36,CUST0140,PROD379,4,6068.47,24273.88
SALE002636,2025-05-04,16:37:20,CUST0697,PROD281,3,694.25,2082.75
SALE002637,2025-05-01,14:57:44,CUST0850,PROD090,2,4185.67,8371.34
SALE002638,2025-05-17,18:45:20,CUST0716,PROD058,5,4943.66,24718.3
SALE002639,2025-05-08,12:51:36,CUST0535,PROD011,1,30517.63,30517.63
SALE002640,2025-05-11,16:22:08,CUST0610,PROD170,5,8423.51,42117.55
SALE002641,2025-05-09,11:26:53,CUST0751,PROD330,1,35883.5,35883.5
SALE002642,2025-05-20,18:59:09,CUST0486,PROD142,4,6813.64,27254.56
SALE002643,2025-05-31,11:13:57,CUST0790,PROD290,2,1981.43,3962.86
SALE002644,2025-05-03,12:22:49,CUST0575,PROD129,10,3984.34,39843.4
SALE002645,2025-05-10,11:29:57,CUST0304,PROD327,4,1029.66,4118.64
SALE002646,2025-05-29,21:23:28,CUST0263,PROD070,1,32696.3,32696.3
SALE002647,2025-05-29,15:55:58,CUST0156,PROD184,55,475.41,26147.55
SALE002648,2025-05-17,18:27:02,CUST0764,PROD310,7,5088.93,35622.51
SALE002649,2025-05-31,13:45:16,CUST0913,PROD326,5,6884.61,34423.05
SALE002650,2025-05-11,18:19:11,CUST0326,PROD196,31,259.78,8053.18
SALE002651,2025-05-13,20:54:19,CUST0416,PROD220,3,1914.34,5743.02
SALE002652,2025-05-18,10:28:52,CUST0455,PROD165,2,10987.73,21975.46
SALE002653,2025-05-18,17:39:21,CUST0361,PROD009,2,2399.78,4799.56
SALE002654,2025-05-12,12:13:36,CUST0188,PROD390,1,31554.44,31554.44
SALE002655,2025-05-31,15:57:49,CUST0333,PROD375,2,5608.54,11217.08
SALE002656,2025-05-17,21:01:42,CUST0615,PROD366,2,1055.39,2110.78
SALE002657,2025-05-04,11:29:49,CUST0520,PROD305,51,468.79,23908.29
SALE002658,2025-05-03,12:21:51,CUST0303,PROD048,8,5742.67,45941.36
SALE002659,2025-05-10,12:40:01,CUST0416,PROD107,49,514.75,25222.75
SALE002660,2025-05-17,21:05:43,CUST0182,PROD163,1,7886.46,7886.46
SALE002661,2025-05-10,12:28:57,CUST0322,PROD060,10,3522.74,35227.4
SALE002662,2025-05-12,10:00:10,CUST0881,PROD256,7,6648.07,46536.49
SALE002663,2025-05-25,10:05:20,CUST0114,PROD224,6,7056.08,42336.48
SALE002664,2025-05-07,12:58:56,CUST0356,PROD356,77,732.56,56407.12
SALE002665,2025-05-18,10:28:18,CUST0045,PROD091,2,25062.47,50124.94
SALE002666,2025-05-25,21:12:54,CUST0133,PROD045,1,55377.24,55377.24
SALE002667,2025-05-18,21:47:37,CUST0691,PROD284,6,1986.49,11918.94
SALE002668,2025-05-11,20:48:53,CUST0068,PROD326,1,6884.61,6884.61
SALE002669,2025-05-01,14:43:39,CUST0222,PROD210,5,5835.21,29176.05
SALE002670,2025-05-25,13:44:57,CUST0593,PROD317,2,6429.67,12859.34
SALE002671,2025-05-10,10:56:13,CUST0439,PROD190,1,1591.74,1591.74
SALE002672,2025-05-17,11:04:34,CUST0308,PROD071,1,31209.4,31209.4
SALE002673,2025-05-11,20:21:56,CUST0631,PROD047,80,766.3,61304.0
SALE002674,2025-05-31,15:22:48,CUST0769,PROD001,33,264.0,8712.0
SALE002675,2025-05-18,12:02:23,CUST0398,PROD296,1,46414.4,46414.4
SALE002676,2025-05-25,19:36:00,CUST0660,PROD308,1,1366.91,1366.91
SALE002677,2025-05-31,10:04:34,CUST0397,PROD243,8,748.28,5986.24
SALE002678,2025-05-11,17:32:17,CUST0712,PROD174,1,67821.7,67821.7
SALE002679,2025-05-23,13:42:12,CUST0584,PROD050,1,55262.91,55262.91
SALE002680,2025-05-18,13:01:00,CUST0403,PROD244,8,6063.24,48505.92
SALE002681,2025-05-10,15:20:00,CUST0224,PROD291,22,599.57,13190.54
SALE002682,2025-05-03,11:31:13,CUST0389,PROD012,6,619.96,3719.76
SALE002683,2025-05-24,12:18:06,CUST0471,PROD128,9,3695.61,33260.49
SALE002684,2025-05-03,20:11:42,CUST0970,PROD287,10,4411.81,44118.1
SALE002685,2025-05-23,13:50:14,CUST0316,PROD099,6,7345.73,44074.38
SALE002686,2025-05-03,21:50:02,CUST0586,PROD252,1,1676.09,1676.09
SALE002687,2025-05-21,16:53:43,CUST0048,PROD114,1,7741.08,7741.08
SALE002688,2025-05-31,18:58:26,CUST0523,PROD234,5,6091.01,30455.05
SALE002689,2025-05-04,11:24:25,CUST0455,PROD261,30,396.12,11883.6
SALE002690,2025-05-03,14:57:43,CUST0343,PROD393,60,490.81,29448.6
SALE002691,2025-05-11,19:35:50,CUST0557,PROD276,8,4707.43,37659.44
SALE002692,2025-05-11,12:05:10,CUST0608,PROD077,77,448.95,34569.15
SALE002693,2025-05-10,16:02:14,CUST0977,PROD056,4,5720.77,22883.08
SALE002694,2025-05-10,10:56:44,CUST0145,PROD211,1,52047.28,52047.28
SALE002695,2025-05-04,14:29:29,CUST0912,PROD328,1,17200.24,17200.24
SALE002696,2025-05-25,11:05:51,CUST0353,PROD341,1,33212.27,33212.27
SALE002697,2025-05-08,18:00:11,CUST0194,PROD088,57,120.85,6888.45
SALE002698,2025-05-23,11:41:50,CUST0623,PROD226,3,7206.44,21619.32
SALE002699,2025-05-31,11:33:36,CUST0932,PROD394,8,3598.16,28785.28
SALE002700,2025-05-18,19:06:27,CUST0109,PROD374,16,473.11,7569.76
SALE002701,2025-05-31,15:21:35,CUST0564,PROD115,2,1471.66,2943.32
SALE002702,2025-05-18,19:47:29,CUST0707,PROD393,62,490.81,30430.22
SALE002703,2025-05-06,11:24:35,CUST0530,PROD393,7,490.81,3435.67
SALE002704,2025-05-18,13:30:34,CUST0784,PROD118,79,67.21,5309.59
SALE002705,2025-05-31,16:38:09,CUST0521,PROD068,10,6272.83,62728.3
SALE002706,2025-05-16,18:17:21,CUST0985,PROD332,41,574.15,23540.15
SALE002707,2025-05-04,18:08:10,CUST0740,PROD389,8,3816.14,30529.12
SALE002708,2025-05-10,18:13:39,CUST0302,PROD276,9,4707.43,42366.87
SALE002709,2025-05-11,12:42:09,CUST0061,PROD250,5,5246.66,26233.3
SALE002710,2025-05-25,14:41:13,CUST0749,PROD347,3,6686.84,20060.52
SALE002711,2025-05-30,18:47:07,CUST0068,PROD148,7,3760.71,26324.97
SALE002712,2025-05-31,19:38:45,CUST0201,PROD076,1,6928.83,6928.83
SALE002713,2025-05-03,12:02:40,CUST0213,PROD284,1,1986.49,1986.49
SALE002714,2025-05-09,21:09:14,CUST0873,PROD263,1,67550.09,67550.09
SALE002715,2025-05-18,12:44:56,CUST0106,PROD040,4,8605.19,34420.76
SALE002716,2025-05-12,10:57:49,CUST0778,PROD158,3,6127.41,18382.23
SALE002717,2025-05-18,10:26:16,CUST0406,PROD044,4,680.92,2723.68
SALE002718,2025-05-03,15:45:50,CUST0610,PROD069,4,4956.6,19826.4
SALE002719,2025-05-30,17:29:22,CUST0408,PROD069,10,4956.6,49566.0
SALE002720,2025-05-11,12:49:04,CUST0701,PROD314,1,9197.62,9197.62
SALE002721,2025-05-04,16:43:56,CUST0833,PROD305,11,468.79,5156.69
SALE002722,2025-05-03,12:37:47,CUST0979,PROD339,69,646.48,44607.12
SALE002723,2025-05-03,14:15:53,CUST0989,PROD218,9,7321.14,65890.26
SALE002724,2025-05-24,16:10:09,CUST0582,PROD107,12,514.75,6177.0
SALE002725,2025-05-26,11:26:31,CUST0015,PROD147,1,37146.65,37146.65
SALE002726,2025-05-18,16:53:58,CUST0403,PROD067,8,5719.59,45756.72
SALE002727,2025-05-31,10:24:14,CUST0718,PROD136,7,1624.77,11373.39
SALE002728,2025-05-31,16:23:23,CUST0062,PROD227,5,7670.37,38351.85
SALE002729,2025-05-17,14:41:02,CUST0452,PROD143,57,312.07,17787.99
SALE002730,2025-05-13,20:19:38,CUST0789,PROD039,4,5617.59,22470.36
SALE002731,2025-05-24,15:00:19,CUST0663,PROD281,79,694.25,54845.75
SALE002732,2025-05-11,12:54:10,CUST0395,PROD228,19,445.71,8468.49
SALE002733,2025-05-14,11:05:18,CUST0992,PROD052,20,179.57,3591.4
SALE002734,2025-05-24,20:08:58,CUST0849,PROD390,1,31554.44,31554.44
